analysis_id,stratum_1,stratum_2,stratum_3,stratum_4,stratum_5,count_value,min_value,max_value,avg_value,stdev_value,median_value,p10_value,p25_value,p75_value,p90_value
406,4149245,8532,,,,44,1,79,37.1363636363636,20.0285736689743,36,8,22,48,62
406,4152936,8507,,,,208,0,101,29.9182692307692,20.5952025951877,29,5,11,44,58
406,4152936,8532,,,,247,1,108,30.9716599190283,21.2058054655995,28,6,14,44,60
406,4155034,8507,,,,230,1,102,30.0913043478261,20.0151779316654,28,5,14,43,58
406,4155034,8532,,,,229,1,91,29.8689956331878,20.6695035406853,27,4,12,43,59
406,4156265,8507,,,,229,1,103,30.8602620087336,21.3949420551935,27,5,14,46,60
406,4156265,8532,,,,230,1,95,29.7347826086957,19.8939131525253,27,5,15,41,57
406,4166224,8507,,,,26,1,56,25.2307692307692,18.0428549676767,22,3,10,39,53
406,4166224,8532,,,,15,1,51,23.6,15.5462443788111,21,4,10,37,45
406,4218389,8507,,,,348,0,103,29.8362068965517,19.1703769882237,29,6,14,42,57
406,4218389,8532,,,,360,1,94,29.3027777777778,19.0957123935394,28,5,13,42,55
406,4230399,8507,,,,60,1,91,33.35,24.4823180745836,28,5,12,49,69
406,4230399,8532,,,,72,2,109,43.375,29.9739029683311,41,7,15,70,83
406,4237458,8507,,,,218,1,93,25.5045871559633,22.6164671678837,16,4,9,37,66
406,4237458,8532,,,,231,0,100,26.9480519480519,24.5903283058318,15,3,8,44,69
406,4266809,8507,,,,213,32,47,38.3521126760563,3.25387399682966,38,34,36,41,43
406,4266809,8532,,,,188,32,47,38.8670212765957,3.65904894857954,39,34,36,42,44
406,4278672,8507,,,,252,1,97,25.8809523809524,23.2307349453544,17,5,8,37,69
406,4278672,8532,,,,258,0,104,27.562015503876,25.2432144252898,16,4,8,46,69
406,4280726,8507,,,,13,2,5,3.76923076923077,0.832050294337844,4,3,3,4,5
406,4280726,8532,,,,12,2,5,3.91666666666667,1.31137217055151,4,2,2,5,5
406,4283893,8507,,,,398,0,94,28.9371859296482,18.8991376696271,27,5,13,42,55
406,4283893,8532,,,,435,0,110,28.8574712643678,20.4884570862497,26,4,12,42,57
406,4285898,8507,,,,186,31,46,38.1075268817204,3.22645271062014,38,34,36,40,43
406,4285898,8532,,,,189,32,45,38.3068783068783,3.39132267095248,38,34,36,41,43
406,4294548,8507,,,,368,0,96,29.6576086956522,20.2291274805849,28,5,12,42,57
406,4294548,8532,,,,418,0,93,29.0406698564593,19.4619661434533,27,4,13,43,56
406,4296204,8507,,,,166,1,97,30.6024096385542,20.4423445011551,27,4,12,46,57
406,4296204,8532,,,,193,1,109,30.720207253886,20.5607447568619,27,7,14,44,59
406,4296205,8507,,,,110,0,82,28.9,19.8918866868707,29,5,12,40,57
406,4296205,8532,,,,106,1,97,34.6415094339623,20.066170858886,36,8,19,47,60
406,4299128,8507,,,,13,10,75,45,22.9528502224306,46,12,33,67,69
406,4299128,8532,,,,11,5,57,26.3636363636364,17.0837509187691,27,8,8,36,52
406,4310024,8507,,,,180,30,44,36.65,3.1258071583291,37,33,34,39,41
406,4310024,8532,,,,208,30,44,36.8028846153846,3.4184200302962,37,32,34,39,42
406,4329847,8507,,,,55,10,103,59.9272727272727,17.4884666179304,61,38,49,71,81
406,4329847,8532,,,,12,33,83,64.0833333333333,14.2347738963001,62,54,55,70,82
406,40479422,8507,,,,49,1,77,30.8979591836735,20.2332697328344,30,4,16,45,55
406,40479422,8532,,,,58,4,80,31.8103448275862,17.8782008755264,32,8,18,43,52
406,40479768,8507,,,,45,2,98,29.8666666666667,21.8742272590786,25,7,13,43,64
406,40479768,8532,,,,35,3,102,33.0571428571429,22.0159605969942,30,9,16,48,62
406,40480160,8507,,,,19,62,99,78.2631578947368,10.733344230135,74,66,70,88,97
406,40480160,8532,,,,37,64,105,80.054054054054,11.4405369579354,77,67,70,87,100
406,40481087,8507,,,,1315,0,55,9.05475285171103,8.92510942399855,6,1,3,12,22
406,40481087,8532,,,,1371,0,69,9.03355215171408,8.47436911076942,6,1,3,13,21
406,40486433,8507,,,,28,2,5,3.53571428571429,1.17006308336244,3,2,2,5,5
406,40486433,8532,,,,36,2,5,3.52777777777778,1.1335433978991,3,2,3,5,5
406,44782520,8507,,,,1,16,16,16,,16,16,16,16,16
406,44782520,8532,,,,2,19,28,23.5,6.36396103067893,19,19,19,28,28
2000406,0.24,,,,,1,,,,,,,,,
2000506,0.03,,,,,1,,,,,,,,,
2000511,0.02,,,,,1,,,,,,,,,
2000512,0.03,,,,,1,,,,,,,,,
2000513,0.03,,,,,1,,,,,,,,,
2000514,0.02,,,,,1,,,,,,,,,
2000515,0.02,,,,,1,,,,,,,,,
603,,,,,,2593,1,15,4.4269186270728885,2.3588552196914075,4,2,3,6,8
2000603,0.05,,,,,1,,,,,,,,,
606,4010253,8507,,,,60,1,68,31.8333333333333,16.9876991056457,30,6,19,44,51
606,4010253,8532,,,,65,1,74,29.4461538461538,17.5704214957542,28,9,15,41,53
606,4024289,8507,,,,211,0,101,27.345971563981,25.6254843462546,15,3,8,47,68
606,4024289,8532,,,,216,1,108,26.5925925925926,23.1354101041901,17,4,10,38,69
606,4035793,8507,,,,25,41,96,56.12,12.7485946937953,52,44,48,62,73
606,4035793,8532,,,,38,30,81,56.8421052631579,11.3602586471066,54,44,50,64,73
606,4037675,8507,,,,22,0,82,30.3181818181818,29.4963861606265,18,2,3,59,77
606,4037675,8532,,,,78,0,82,35.5769230769231,19.7816123663413,33,8,23,51,63
606,4043071,8507,,,,105,7,15,10.2857142857143,2.39275463123044,10,7,8,12,14
606,4043071,8532,,,,41,7,15,10.8292682926829,2.37594653795482,11,8,9,13,14
606,4047491,8507,,,,252,1,97,25.8809523809524,23.2307349453544,17,5,8,37,69
606,4047491,8532,,,,258,0,104,27.562015503876,25.2432144252898,16,4,8,46,69
606,4057420,8507,,,,122,1,104,52.7950819672131,25.6730680265147,56,14,35,70,86
606,4057420,8532,,,,114,2,104,49.8947368421053,24.1987962916657,52,18,29,66,84
606,4058899,8507,,,,218,1,93,25.5045871559633,22.6164671678837,16,4,9,37,66
606,4058899,8532,,,,231,0,100,26.9480519480519,24.5903283058318,15,3,8,44,69
606,4059978,8532,,,,31,14,34,23.0322580645161,5.21206210610057,24,16,18,26,29
606,4062501,8507,,,,48,2,36,4.70833333333333,6.84154497088578,3,2,2,4,4
606,4062501,8532,,,,53,2,32,3.94339622641509,4.62607615064041,3,2,3,4,4
606,4078793,8507,,,,78,48,102,66.9102564102564,13.7190604894293,64,50,56,79,87
606,4078793,8532,,,,56,48,103,69.6785714285714,14.4902564665893,66,50,59,80,90
606,4107731,8507,,,,134,13,80,31.2313432835821,14.0760096549442,29,14,21,37,52
606,4107731,8532,,,,158,13,80,28.7088607594937,14.3195131208678,26,13,17,35,46
606,4108705,8507,,,,1,41,41,41,,41,41,41,41,41
606,4108705,8532,,,,2,33,56,44.5,16.2634559672906,33,33,33,56,56
606,4117038,8532,,,,12,25,26,25.9166666666667,0.288675134594813,26,26,26,26,26
606,4125906,8507,,,,788,0,87,25.9720812182741,18.6409049257494,23,4,11,38,54
606,4125906,8532,,,,818,0,102,25.2139364303178,18.8971823822656,22,4,9,37,51
606,4145310,8507,,,,60,1,91,33.35,24.4823180745836,28,5,12,49,69
606,4145310,8532,,,,72,2,109,43.375,29.9739029683311,41,7,15,70,83
606,4151422,8507,,,,613,0,96,26.468189233279,18.632524347115,23,5,11,38,54
606,4151422,8532,,,,613,0,100,25.8254486133768,19.606268297119,23,3,9,39,53
606,4163872,8507,,,,274,0,99,26.2080291970803,21.377913214135,18,4,10,41,58
606,4163872,8532,,,,300,0,105,27.5333333333333,21.1670112069151,22,5,10,41,58
606,4163951,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
606,4163951,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
606,4163971,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
606,4163971,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
606,4170947,8507,,,,607,0,89,21.7825370675453,20.8102100675994,14,3,7,32,55
606,4170947,8532,,,,671,0,105,22.75260804769,22.0835906168182,14,3,7,33,62
606,4181917,8507,,,,45,0,73,14.9111111111111,18.2169030176799,11,0,0,14,51
606,4181917,8532,,,,31,0,76,25.1935483870968,21.5938561553029,14,1,7,42,55
606,4186930,8532,,,,55,19,33,21.7636363636364,3.30523510882042,21,19,19,23,25
606,4187458,8507,,,,22,0,82,30.3181818181818,29.4963861606265,18,2,3,59,77
606,4187458,8532,,,,78,0,82,35.5769230769231,19.7816123663413,33,8,23,51,63
606,4191853,8507,,,,149,0,80,27.4362416107383,17.1303911015651,28,1,19,36,50
606,4191853,8532,,,,171,0,80,24.233918128655,17.8642994750545,24,1,4,34,45
606,4195803,8507,,,,212,2,89,60.8537735849057,17.4584770730876,65,51,56,71,77
606,4195803,8532,,,,279,3,104,63.505376344086,13.8210221924497,64,53,59,71,78
606,4197460,8507,,,,57,0,34,6.96491228070175,8.06218003192486,3,0,1,13,17
606,4197460,8532,,,,59,0,47,6.01694915254237,7.86412966318835,1,1,1,11,15
606,4198190,8507,,,,96,1,60,25.2604166666667,16.3798623422444,22,5,12,38,48
606,4198190,8532,,,,61,1,77,26.2786885245902,17.0412549885476,27,4,10,38,45
606,4199276,8532,,,,20,17,32,24.55,4.59376006980636,26,18,19,27,31
606,4202451,8507,,,,107,21,102,62.6728971962617,15.965632725311,61,44,51,72,86
606,4202451,8532,,,,111,21,98,56.9099099099099,20.2172516563767,54,29,41,75,83
606,4202832,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
606,4202832,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
606,4216130,8507,,,,55,10,103,59.9272727272727,17.4884666179304,61,38,49,71,81
606,4216130,8532,,,,12,33,83,64.0833333333333,14.2347738963001,62,54,55,70,82
606,4230209,8532,,,,1,40,40,40,,40,40,40,40,40
606,4234705,8532,,,,1,40,40,40,,40,40,40,40,40
606,4238715,8532,,,,138,15,50,22.7826086956522,4.54296461042816,22,18,20,25,28
606,4242997,8532,,,,3,13,51,27,20.8806130178211,17,13,13,51,51
606,4243062,8507,,,,199,1,98,25.3417085427136,22.2618444037788,16,3,8,39,63
606,4243062,8532,,,,243,1,90,25.201646090535,23.5192131184047,16,3,8,35,69
606,4252419,8507,,,,150,1,98,29.4866666666667,20.013665353824,27,5,14,43,55
606,4252419,8532,,,,180,0,102,33.2333333333333,19.4485713453277,32,8,18,47,57
606,4275113,8532,,,,147,14,29,18.3401360544218,4.09727038879504,17,14,15,20,25
606,4293740,8507,,,,215,1,103,29.5162790697674,20.5826000627306,29,5,13,43,56
606,4293740,8532,,,,251,0,102,28.8764940239044,20.6668015246425,26,6,12,42,56
606,4295880,8532,,,,53,13,30,19.6981132075472,4.13049124318337,19,15,16,22,25
606,4301346,8507,,,,14,6,55,30.4285714285714,17.2881208024216,30,8,15,47,53
606,4301346,8532,,,,13,1,53,23.6923076923077,17.4326542986843,23,4,8,35,49
606,4323902,8507,,,,8,40,65,55.125,8.11414109529072,54,40,50,61,65
606,4323902,8532,,,,9,53,62,56.1111111111111,2.93446947694317,56,53,54,57,62
606,4326177,8507,,,,22,0,82,30.3181818181818,29.4963861606265,18,2,3,59,77
606,4326177,8532,,,,78,0,82,35.5769230769231,19.7816123663413,33,8,23,51,63
606,4330583,8507,,,,61,30,54,39.9836065573771,6.40180131754256,40,32,35,45,49
606,4336464,8507,,,,55,10,103,59.9272727272727,17.4884666179304,61,38,49,71,81
606,4336464,8532,,,,12,33,83,64.0833333333333,14.2347738963001,62,54,55,70,82
606,4337138,8507,,,,8,42,61,53.5,5.73211504221111,54,42,51,56,61
606,4337138,8532,,,,13,43,64,54.1538461538462,6.01174064984723,55,44,50,57,60
606,40492359,8507,,,,66,1,103,38.4848484848485,24.2266492963954,36,7,19,54,74
606,40492359,8532,,,,72,2,87,37.75,20.1534605423234,38,13,23,50,68
606,42535580,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
606,42535580,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
606,44783196,8507,,,,123,1,98,29.9105691056911,20.6794457745443,28,4,13,45,58
606,44783196,8532,,,,131,1,102,33.6259541984733,19.8580872414791,33,8,19,47,57
606,44805732,8532,,,,8,18,28,24.125,3.56320481749626,24,18,20,26,28
2000606,0.15,,,,,1,,,,,,,,,
703,,,,,,2694,6,32,13.9146250927988122,3.1614769360434519,14,10,12,16,18
2000703,0.07,,,,,1,,,,,,,,,
706,782047,8507,,,,4,11,78,52.75,28.9755644178562,60,11,11,62,78
706,782047,8532,,,,23,0,75,28.8260869565217,24.9629765378342,17,4,7,51,68
706,836659,8507,,,,4,47,78,67.75,14.0564338768172,72,47,47,74,78
706,836659,8532,,,,6,74,86,80,4.6475800154489,77,74,77,83,86
706,920300,8507,,,,22,57,62,59.7727272727273,1.65994314824673,60,58,58,61,62
706,920300,8532,,,,608,16,60,35.6644736842105,10.5835930834544,35,22,27,44,51
706,920334,8507,,,,2,58,61,59.5,2.12132034355964,58,58,58,61,61
706,920334,8532,,,,117,17,62,36.7863247863248,10.5999585716733,35,24,29,44,52
706,964261,8507,,,,5,18,82,48,27.9642629082191,60,18,20,60,82
706,964261,8532,,,,11,13,76,34.6363636363636,17.8676955832179,28,20,21,46,53
706,1107882,8507,,,,5,24,34,28.2,4.02492235949962,28,24,25,30,34
706,1107882,8532,,,,3,22,29,25.6666666666667,3.51188458428425,26,22,22,29,29
706,1115171,8507,,,,452,12,105,47.0553097345133,17.4948593815984,45,26,34,57,72
706,1115171,8532,,,,495,13,104,47.1191919191919,18.0171964458052,46,24,34,58,71
706,1118084,8507,,,,894,31,47,38.589485458613,3.19439969831564,39,34,36,41,43
706,1118084,8532,,,,906,31,47,38.6997792494481,3.442718307309,39,34,36,41,43
706,1124300,8507,,,,395,32,46,38.5291139240506,3.25810788332341,38,34,36,41,43
706,1124300,8532,,,,435,31,46,38.616091954023,3.32387237256918,39,34,36,41,43
706,1127078,8507,,,,693,0,12,3.83982683982684,3.04855238535814,3,1,1,5,9
706,1127078,8532,,,,735,0,12,4.04489795918367,3.18877424011541,3,1,2,6,10
706,1127433,8507,,,,1264,0,75,15.873417721519,12.8205146260776,13,3,6,22,34
706,1127433,8532,,,,1316,0,105,16.2363221884498,12.9930517787105,14,2,6,21,35
706,1150771,8507,,,,14,0,34,11.5,13.1894479968473,2,0,1,20,33
706,1150771,8532,,,,12,0,5,2.25,1.81533868615599,1,1,1,4,5
706,1150837,8507,,,,4,5,29,19,10.3601801786134,18,5,5,24,29
706,1150837,8532,,,,3,18,24,21.6666666666667,3.21455025366432,23,18,18,24,24
706,1154029,8507,,,,2,55,78,66.5,16.2634559672906,55,55,55,78,78
706,1154029,8532,,,,6,9,65,33.6666666666667,23.980547672367,17,9,14,58,65
706,1154615,8507,,,,48,2,36,4.70833333333333,6.84154497088578,3,2,2,4,4
706,1154615,8532,,,,53,2,32,3.94339622641509,4.62607615064041,3,2,3,4,4
706,1310034,8507,,,,60,1,103,40.9,24.0075553079527,38,8,21,56,74
706,1310034,8532,,,,66,3,87,39.3787878787879,20.0765957515137,40,13,26,53,69
706,1332419,8507,,,,133,14,108,59.1654135338346,18.5930014738064,61,35,46,73,82
706,1332419,8532,,,,46,24,104,57.6739130434783,19.7586035806921,57,34,40,77,83
706,1367571,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,1367571,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,1519937,8532,,,,5,27,34,29.6,2.88097205817759,28,27,28,31,34
706,1539411,8507,,,,135,14,108,58.4888888888889,18.7429057889361,60,34,44,72,81
706,1539411,8532,,,,47,24,104,56.1489361702128,20.1558910618171,54,32,40,77,81
706,1545959,8507,,,,44,32,103,62.6136363636364,15.9508196320584,61,40,51,75,82
706,1545959,8532,,,,10,33,83,65.4,15.3202843025549,66,33,57,81,82
706,1551192,8507,,,,57,0,34,6.96491228070175,8.06218003192486,3,0,1,13,17
706,1551192,8532,,,,59,0,47,6.01694915254237,7.86412966318835,1,1,1,11,15
706,1594382,8507,,,,15,22,34,28.4,4.13694158942155,30,24,24,32,34
706,1594382,8532,,,,14,3,34,26.3571428571429,8.29835148464063,29,18,22,33,33
706,1713671,8507,,,,1009,0,82,21.7730426164519,17.023531413455,18,3,8,32,48
706,1713671,8532,,,,1012,0,106,22.9634387351779,17.3514793331196,20,4,9,33,47
706,19006318,8507,,,,443,0,36,3.8510158013544,5.65208627699146,2,0,1,4,6
706,19006318,8532,,,,388,0,69,3.97422680412371,7.19634961081219,2,0,1,4,6
706,19007333,8507,,,,9,30,61,44.2222222222222,9.44428104433813,43,30,39,44,61
